============================================================
  HERO FIGURE — FULL EXTRACTED DATA
  640 contour pts, 118 strokes, 80 Y-levels
============================================================

── CONTOUR ──
  idx         dx         dy
  631    -0.0162     0.2483
  632    -0.0151     0.2148
  633    -0.0111     0.1812
  634    -0.0050     0.1483
  635    +0.0032     0.1167
  636    +0.0130     0.0877
  637    +0.0245     0.0638
  638    +0.0381     0.0478
  639    +0.0538     0.0403

── MEASUREMENTS ──
  y=  0.1  [+0.2622..+0.2789]  [-0.1707..+0.1374]
  y=  0.2  [-0.2872..+0.3621]
  y=  0.3  [-0.3954..+0.5203]
  y=  0.4  [-0.5120..+0.6035]  [-0.6951..-0.6618]
  y=  0.5  [-0.6618..+0.6535]
  y=  0.6  [-0.0708..+0.6618]  [-0.7367..-0.1540]
  y=  0.7  [+0.2955..+0.6868]  [-0.7784..-0.1873]
  y=  0.8  [-0.6618..+0.6785]
  y=  0.9  [-0.6119..+0.6785]
  y=  1.0  [-0.5786..+0.6452]
  y=  1.1  [-0.5120..+0.5952]
  y=  1.2  [-0.2622..+0.5036]  [-0.4454..-0.3538]
  y=  1.3  [-0.3371..+0.3621]
  y=  1.4  [+0.3288..+0.3954]  [-0.0957..+0.2123]  [-0.2789..-0.2123]
  y=  1.5  [+0.5036..+0.6119]  [+0.3288..+0.3788]  [-0.0791..+0.1956]  [-0.2622..-0.2206]  [-0.4953..-0.3871]
  y=  1.6  [+0.3621..+0.8117]  [-0.1540..+0.2706]  [-0.6951..-0.2456]
  y=  1.7  [+0.6368..+1.0864]  [-0.3704..+0.4870]  [-0.9698..-0.5286]
  y=  1.8  [-1.0281..+1.1446]
  y=  1.9  [-1.0780..+1.1946]
  y=  2.0  [-1.1030..+1.2196]
  y=  2.1  [-1.1113..+1.2279]
  y=  2.2  [+1.0697..+1.2279]  [-0.8283..+0.9365]  [-1.1113..-0.9532]
  y=  2.3  [-1.1446..+1.2612]
  y=  2.4  [+1.2778..+1.2945]  [+0.7284..+1.1530]  [-0.5286..+0.6452]  [-1.0364..-0.6119]  [-1.1779..-1.1613]
  y=  2.5  [-1.2029..+1.3195]
  y=  2.6  [-1.2112..+1.3195]
  y=  2.7  [-1.2196..+1.3361]
  y=  2.8  [+0.6368..+1.3611]  [-0.3455..+0.4620]  [-1.2445..-0.5203]
  y=  2.9  [+0.9532..+1.3861]  [-0.5786..+0.6951]  [-1.2778..-0.8366]
  y=  3.0  [+1.2695..+1.4527]  [+0.8283..+1.1280]  [+0.6618..+0.6868]  [-0.4121..+0.5286]  [-0.5702..-0.5453]  [-1.0114..-0.7118]  [-1.3444..-1.1530]
  y=  3.1  [+1.4693..+1.4860]  [+0.8283..+1.2612]  [+0.6618..+0.6868]  [-0.3621..+0.4787]  [-0.5702..-0.5536]  [-1.1446..-0.7118]  [-1.3694..-1.3528]
  y=  3.2  [+1.2029..+1.5109]  [+0.2872..+1.0697]  [-0.0957..+0.2123]  [-0.3954..-0.1707]  [-0.9532..-0.4787]  [-1.4027..-1.0947]
  y=  3.3  [+1.2362..+1.5359]  [+0.2872..+1.1197]  [-0.0957..+0.2123]  [-0.3788..-0.1707]  [-1.0031..-0.4787]  [-1.4194..-1.1197]
  y=  3.4  [+1.2529..+1.5442]  [-0.9865..+1.1030]  [-1.4277..-1.1363]
  y=  3.5  [+1.2778..+1.5525]  [-1.0281..+1.1446]  [-1.4360..-1.1613]
  y=  3.6  [+0.5786..+1.5525]  [-1.4360..+0.4620]
