============================================================
  BIKER GIRL — FULL EXTRACTED DATA
  639 contour, 179 strokes, 81 Y-levels
============================================================

── CONTOUR ──
  idx         dx         dy
  339    +0.9945     7.0936
  340    +0.9958     7.1286
  341    +0.9972     7.1635
  342    +0.9997     7.1981
  343    +1.0044     7.2321
  344    +1.0115     7.2654
  345    +1.0200     7.2983
  346    +1.0288     7.3310
  347    +1.0377     7.3635
  348    +1.0465     7.3961
  349    +1.0566     7.4287
  350    +1.0693     7.4616
  351    +1.0849     7.4948
  352    +1.1027     7.5286
  353    +1.1219     7.5631
  354    +1.1419     7.5980
  355    +1.1628     7.6329
  356    +1.1852     7.6677
  357    +1.2091     7.7027
  358    +1.2327     7.7383
  359    +1.2531     7.7745
  360    +1.2681     7.8106
  361    +1.2755     7.8455
  362    +1.2746     7.8783
  363    +1.2662     7.9082
  364    +1.2510     7.9343
  365    +1.2299     7.9561
  366    +1.2035     7.9734
  367    +1.1727     7.9860
  368    +1.1383     7.9945
  369    +1.1017     7.9995
  370    +1.0647     8.0019
  371    +1.0282     8.0025
  372    +0.9918     8.0019
  373    +0.9556     7.9997
  374    +0.9201     7.9946
  375    +0.8862     7.9855
  376    +0.8550     7.9723
  377    +0.8266     7.9550
  378    +0.7997     7.9346
  379    +0.7734     7.9121
  380    +0.7470     7.8878
  381    +0.7207     7.8622
  382    +0.6950     7.8357
  383    +0.6706     7.8084
  384    +0.6482     7.7807
  385    +0.6280     7.7527
  386    +0.6103     7.7242
  387    +0.5963     7.6944
  388    +0.5870     7.6627
  389    +0.5831     7.6290
  390    +0.5845     7.5939
  391    +0.5893     7.5582
  392    +0.5951     7.5228
  393    +0.5997     7.4879
  394    +0.6024     7.4532
  395    +0.6033     7.4186
  396    +0.6033     7.3841
  397    +0.6031     7.3495
  398    +0.6030     7.3149
  399    +0.6027     7.2803
  400    +0.6020     7.2457
  401    +0.6006     7.2111
  402    +0.5984     7.1765
  403    +0.5958     7.1419
  404    +0.5926     7.1073
  405    +0.5884     7.0727
  406    +0.5824     7.0381
  407    +0.5746     7.0035
  408    +0.5653     6.9689
  409    +0.5554     6.9343
  410    +0.5456     6.8997
  411    +0.5357     6.8651
  412    +0.5262     6.8304
  413    +0.5170     6.7958
  414    +0.5083     6.7612
  415    +0.5000     6.7266
  416    +0.4923     6.6920
  417    +0.4852     6.6574
  418    +0.4788     6.6228
  419    +0.4732     6.5882
  420    +0.4680     6.5536
  421    +0.4627     6.5190
  422    +0.4570     6.4844
  423    +0.4508     6.4498
  424    +0.4438     6.4152
  425    +0.4362     6.3806
  426    +0.4286     6.3460
  427    +0.4212     6.3114
  428    +0.4145     6.2768
  429    +0.4087     6.2422
  430    +0.4042     6.2076
  431    +0.4010     6.1730
  432    +0.3992     6.1384
  433    +0.3982     6.1038
  434    +0.3971     6.0692
  435    +0.3958     6.0346
  436    +0.3942     6.0000
  437    +0.3923     5.9654
  438    +0.3897     5.9308
  439    +0.3859     5.8962
  440    +0.3804     5.8616
  441    +0.3732     5.8270
  442    +0.3652     5.7924
  443    +0.3571     5.7578
  444    +0.3490     5.7232
  445    +0.3411     5.6886
  446    +0.3332     5.6540
  447    +0.3249     5.6194
  448    +0.3161     5.5848
  449    +0.3076     5.5502
  450    +0.2994     5.5156
  451    +0.2914     5.4810
  452    +0.2835     5.4464
  453    +0.2754     5.4118
  454    +0.2672     5.3772
  455    +0.2596     5.3426
  456    +0.2530     5.3080
  457    +0.2475     5.2734
  458    +0.2427     5.2388
  459    +0.2381     5.2042
  460    +0.2330     5.1696
  461    +0.2269     5.1349
  462    +0.2199     5.1003
  463    +0.2117     5.0657
  464    +0.2026     5.0311
  465    +0.1926     4.9965
  466    +0.1821     4.9619
  467    +0.1714     4.9273
  468    +0.1607     4.8927
  469    +0.1502     4.8581
  470    +0.1402     4.8235
  471    +0.1305     4.7889
  472    +0.1211     4.7544
  473    +0.1120     4.7199
  474    +0.1040     4.6850
  475    +0.0967     4.6496
  476    +0.0896     4.6141
  477    +0.0817     4.5791
  478    +0.0722     4.5453
  479    +0.0610     4.5130
  480    +0.0490     4.4824
  481    +0.0367     4.4523
  482    +0.0240     4.4215
  483    +0.0112     4.3897
  484    -0.0009     4.3575
  485    -0.0106     4.3267
  486    -0.0149     4.2990
  487    -0.0123     4.2750
  488    -0.0023     4.2537
  489    +0.0140     4.2344
  490    +0.0346     4.2161
  491    +0.0571     4.1983
  492    +0.0794     4.1797
  493    +0.0984     4.1597
  494    +0.1114     4.1376
  495    +0.1162     4.1143
  496    +0.1118     4.0927
  497    +0.0990     4.0759
  498    +0.0804     4.0663
  499    +0.0591     4.0647
  500    +0.0382     4.0691
  501    +0.0195     4.0766
  502    +0.0041     4.0837
  503    -0.0068     4.0874
  504    -0.0131     4.0850
  505    -0.0152     4.0745
  506    -0.0141     4.0547
  507    -0.0124     4.0259
  508    -0.0112     3.9903
  509    -0.0106     3.9514
  510    -0.0105     3.9127
  511    -0.0105     3.8756
  512    -0.0103     3.8404
  513    -0.0103     3.8061
  514    -0.0107     3.7715
  515    -0.0113     3.7368
  516    -0.0117     3.7020
  517    -0.0112     3.6672
  518    -0.0097     3.6327
  519    -0.0075     3.5987
  520    -0.0053     3.5650
  521    -0.0038     3.5318
  522    -0.0029     3.4990
  523    -0.0024     3.4663
  524    -0.0024     3.4337
  525    -0.0030     3.4010
  526    -0.0040     3.3681
  527    -0.0057     3.3349
  528    -0.0078     3.3011
  529    -0.0100     3.2670
  530    -0.0113     3.2324
  531    -0.0116     3.1976
  532    -0.0112     3.1628
  533    -0.0106     3.1281
  534    -0.0103     3.0934
  535    -0.0103     3.0588
  536    -0.0104     3.0242
  537    -0.0104     2.9896
  538    -0.0104     2.9550
  539    -0.0104     2.9204
  540    -0.0104     2.8858
  541    -0.0104     2.8512
  542    -0.0104     2.8166
  543    -0.0104     2.7820
  544    -0.0104     2.7474
  545    -0.0104     2.7128
  546    -0.0104     2.6782
  547    -0.0104     2.6436
  548    -0.0104     2.6090
  549    -0.0104     2.5744
  550    -0.0104     2.5398
  551    -0.0104     2.5052
  552    -0.0104     2.4706
  553    -0.0104     2.4360
  554    -0.0104     2.4014
  555    -0.0104     2.3668
  556    -0.0104     2.3322
  557    -0.0104     2.2976
  558    -0.0104     2.2630
  559    -0.0104     2.2284
  560    -0.0104     2.1938
  561    -0.0104     2.1592
  562    -0.0103     2.1247
  563    -0.0102     2.0902
  564    -0.0106     2.0551
  565    -0.0120     2.0193
  566    -0.0142     1.9828
  567    -0.0162     1.9465
  568    -0.0168     1.9118
  569    -0.0143     1.8802
  570    -0.0074     1.8526
  571    +0.0053     1.8293
  572    +0.0248     1.8095
  573    +0.0507     1.7920
  574    +0.0813     1.7750
  575    +0.1129     1.7577
  576    +0.1414     1.7409
  577    +0.1625     1.7255
  578    +0.1733     1.7116
  579    +0.1729     1.6990
  580    +0.1635     1.6866
  581    +0.1486     1.6732
  582    +0.1314     1.6585
  583    +0.1135     1.6429
  584    +0.0960     1.6268
  585    +0.0798     1.6102
  586    +0.0659     1.5924
  587    +0.0545     1.5721
  588    +0.0455     1.5481
  589    +0.0370     1.5214
  590    +0.0275     1.4941
  591    +0.0167     1.4672
  592    +0.0052     1.4409
  593    -0.0052     1.4143
  594    -0.0125     1.3854
  595    -0.0160     1.3529
  596    -0.0171     1.3171
  597    -0.0171     1.2799
  598    -0.0161     1.2433
  599    -0.0129     1.2089
  600    -0.0061     1.1771
  601    +0.0037     1.1475
  602    +0.0143     1.1197
  603    +0.0232     1.0942
  604    +0.0292     1.0711
  605    +0.0322     1.0496
  606    +0.0325     1.0285
  607    +0.0301     1.0068
  608    +0.0247     0.9835
  609    +0.0163     0.9576
  610    +0.0059     0.9292
  611    -0.0044     0.8987
  612    -0.0120     0.8666
  613    -0.0153     0.8330
  614    -0.0148     0.7983
  615    -0.0127     0.7628
  616    -0.0109     0.7271
  617    -0.0102     0.6920
  618    -0.0102     0.6573
  619    -0.0104     0.6228
  620    -0.0104     0.5882
  621    -0.0104     0.5536
  622    -0.0104     0.5190
  623    -0.0104     0.4844
  624    -0.0104     0.4498
  625    -0.0104     0.4152
  626    -0.0104     0.3806
  627    -0.0103     0.3461
  628    -0.0102     0.3116
  629    -0.0103     0.2769
  630    -0.0113     0.2413
  631    -0.0133     0.2047
  632    -0.0150     0.1676
  633    -0.0162     0.1314
  634    -0.0152     0.0976
  635    -0.0107     0.0677
  636    -0.0019     0.0428
  637    +0.0119     0.0238
  638    +0.0308     0.0111

── MEASUREMENTS ──
  y=  0.0  [-0.0519..+0.0519]
  y=  0.1  [-0.3287..+0.3287]
  y=  0.2  [+0.3910..+0.4256]  [-0.2249..+0.2249]  [-0.4256..-0.3910]
  y=  0.3  [-0.4948..+0.4948]
  y=  0.4  [+0.1626..+0.5363]  [-0.0519..+0.0519]  [-0.5363..-0.1626]
  y=  0.5  [-0.5709..+0.5709]
  y=  0.6  [-0.5779..+0.5709]
  y=  0.7  [-0.5709..+0.5709]
  y=  0.8  [-0.5709..+0.5640]
  y=  0.9  [-0.5502..+0.5502]
  y=  1.0  [+0.0311..+0.5225]  [-0.5225..-0.0311]
