============================================================
  ANATOMY STUDY — FULL EXTRACTED DATA
  699 contour pts, 81 strokes, 80 Y-levels
============================================================

── CONTOUR (699 points) ──
  idx         dx         dy
  y=  4.0  [+1.2367..+1.5878]  [-0.8449..+0.8449]  [-1.5878..-1.2367]
  y=  4.1  [+1.2286..+1.5959]  [-0.8694..+0.8694]  [-1.5959..-1.2286]
  y=  4.2  [+1.2041..+1.6041]  [-0.8939..+0.8939]  [-1.6041..-1.2041]
  y=  4.3  [+1.1878..+1.5633]  [-0.9102..+0.9102]  [-1.5633..-1.1959]
  y=  4.4  [+1.2857..+1.5143]  [-0.9265..+0.9184]  [-1.5224..-1.2857]
  y=  4.5  [+1.2612..+1.4000]  [-0.9347..+0.9347]  [-1.4000..-1.2612]
  y=  4.6  [-0.9429..+0.9429]
  y=  4.7  [-0.1918..+0.9429]  [-0.9429..-0.2735]
  y=  4.8  [+0.2816..+0.9429]  [+0.1429..+0.1673]  [-0.1673..-0.1429]  [-0.9510..-0.2816]
  y=  4.9  [+0.1755..+0.9429]  [-0.9429..-0.1755]
  y=  5.0  [+0.2082..+0.9347]  [-0.9347..-0.2082]
  y=  5.1  [+0.2327..+0.9184]  [-0.9184..-0.2327]
  y=  5.2  [+0.2571..+0.8939]  [-0.8939..-0.2571]
  y=  5.3  [+0.2735..+0.8776]  [-0.8776..-0.2735]
  y=  5.4  [+0.2898..+0.8857]  [-0.8857..-0.2980]
  y=  5.5  [+0.7469..+0.8939]  [+0.3143..+0.6735]  [-0.6735..-0.3143]  [-0.9020..-0.7633]
  y=  5.6  [+0.2653..+0.9429]  [-0.0286..+0.0286]  [-0.9347..-0.2735]
  y=  5.7  [+0.3633..+0.9184]  [-0.9184..-0.3714]
  y=  5.8  [+0.7388..+0.9429]  [+0.4041..+0.6000]  [-0.6000..-0.4041]  [-0.9429..-0.7388]
  y=  5.9  [+0.4204..+0.9673]  [-0.9755..-0.4204]
  y=  6.0  [+0.9755..+1.0000]  [+0.4204..+0.8286]  [-0.8286..-0.4204]  [-1.0000..-0.9837]
  y=  6.1  [+0.5510..+1.0245]  [+0.4122..+0.4367]  [-0.4367..-0.4204]  [-1.0245..-0.5510]
  y=  6.2  [+0.6000..+1.0327]  [+0.4122..+0.4367]  [-0.4367..-0.4122]  [-1.0408..-0.6000]
  y=  6.3  [+0.6163..+1.0408]  [+0.4122..+0.4367]  [-0.4367..-0.4204]  [-1.0408..-0.6163]
  y=  6.4  [+0.6245..+1.0327]  [+0.4367..+0.4531]  [-0.4612..-0.4367]  [-1.0327..-0.6245]
  y=  6.5  [+0.6245..+1.0163]  [+0.4612..+0.4857]  [-0.4857..-0.4612]  [-1.0245..-0.6245]
  y=  6.6  [+0.7306..+1.0082]  [+0.5020..+0.6163]  [-0.6245..-0.5020]  [-1.0082..-0.7388]
  y=  6.7  [+0.7388..+0.9918]  [+0.5429..+0.5755]  [-0.5755..-0.5429]  [-0.9918..-0.7388]
  y=  6.8  [+0.7469..+0.9837]  [+0.5673..+0.5918]  [-0.5918..-0.5755]  [-0.9837..-0.7469]
  y=  6.9  [+0.8776..+0.9755]  [+0.7551..+0.7633]  [+0.5837..+0.6000]  [-0.6082..-0.5837]  [-0.9755..-0.8857]
  y=  7.0  [+0.7551..+0.9673]  [+0.5918..+0.6163]  [-0.6163..-0.6000]  [-0.9673..-0.9265]
  y=  7.1  [+0.7551..+0.9592]  [+0.6082..+0.6245]  [-0.6245..-0.6082]  [-0.7714..-0.7551]  [-0.9673..-0.9429]
